user_id,edition_id,read
2142944,2895400,0
2142944,2895401,0
2142537,2895389,0
2142537,2895397,0
2142537,2895400,0
2142537,2895401,0
2142797,2895389,0
2142797,2895397,0
2142797,2895398,0
2142797,2895401,0
2143439,2895390,0
2143439,2895397,0
2143439,2895399,0
2143439,2895401,0
2142390,2895389,0
2142390,2895396,0
2142390,2895400,0
2142390,2895401,0
2143016,2895389,0
2143016,2895396,0
2143016,2895400,0
2143016,2895401,0
2142609,2895390,0
2142609,2895397,1
2142609,2895400,0
2142609,2895401,0
2143276,2895390,0
2143276,2895397,0
2143276,2895398,0
2143276,2895401,0
2142227,2895390,0
2142227,2895397,0
2142227,2895398,0
2142227,2895401,0
2142869,2895389,0
2142869,2895397,0
2142869,2895398,0
2142869,2895401,0
2142718,2895389,0
2142718,2895396,0
2142718,2895400,0
2142718,2895401,0
2142320,2895389,0
2142320,2895397,0
2142320,2895399,0
2142320,2895401,0
2142962,2895389,0
2142962,2895396,0
2142962,2895400,0
2142962,2895401,0
2074765,2895390,0
2074765,2895396,0
2074765,2895400,0
2074765,2895401,0
2142555,2895389,0
2142555,2895397,0
2142555,2895399,0
2142555,2895401,0
2143197,2895389,0
2143197,2895397,0
2143197,2895398,0
2143197,2895401,0
2142815,2895389,0
2142815,2895397,0
2142815,2895399,0
2142815,2895401,0
2124652,2895389,0
2124652,2895396,0
2124652,2895399,0
2124652,2895401,0
2113799,2895390,0
2113799,2895396,0
2113799,2895400,0
2113799,2895401,0
2142392,2895389,0
2142392,2895397,0
2142392,2895398,0
2142392,2895401,0
2143034,2895389,0
2143034,2895397,0
2143034,2895400,0
2143034,2895401,0
2142627,2895389,0
2142627,2895397,0
2142627,2895398,0
2142627,2895401,0
2143294,2895390,0
2143294,2895396,0
2143294,2895400,0
2143294,2895401,0
2142245,2895389,0
2142245,2895396,0
2142245,2895398,0
2142245,2895401,0
2142887,2895390,0
2142887,2895396,0
2142887,2895400,0
2142887,2895401,0
2142464,2895389,0
2142464,2895396,0
2142464,2895399,0
2142464,2895401,0
2143106,2895389,0
2143106,2895397,0
2143106,2895399,0
2143106,2895401,0
2142724,2895389,0
2142724,2895396,0
2142724,2895398,0
2142724,2895401,0
2143366,2895390,0
2143366,2895397,0
2143366,2895399,1
2143366,2895401,0
2142573,2895389,0
2142573,2895396,0
2142573,2895398,0
2142573,2895401,0
2143215,2895390,0
2143215,2895397,0
2143215,2895400,0
2143215,2895401,0
2142817,2895390,0
2142817,2895397,0
2142817,2895400,0
2142817,2895401,0
2143459,2895389,0
2143459,2895396,0
2143459,2895400,0
2143459,2895401,0
2142410,2895390,0
2142410,2895397,0
2142410,2895400,0
2142410,2895401,0
2143052,2895389,0
2143052,2895396,0
2143052,2895400,0
2143052,2895401,0
2081935,2895390,0
2081935,2895397,0
2081935,2895399,0
2081935,2895401,0
2142645,2895390,0
2142645,2895397,0
2142645,2895399,0
2142645,2895401,0
2143296,2895389,0
2143296,2895396,0
2143296,2895399,0
2143296,2895401,0
2142263,2895389,0
2142263,2895396,0
2142263,2895399,0
2142263,2895401,0
2142889,2895390,0
2142889,2895396,0
2142889,2895400,0
2142889,2895401,0
2142175,2895390,0
2142175,2895396,0
2142175,2895400,0
2142175,2895401,0
2142482,2895390,0
2142482,2895397,0
2142482,2895400,0
2142482,2895401,0
2143124,2895389,0
2143124,2895396,0
2143124,2895400,0
2143124,2895401,0
2142742,2895389,0
2142742,2895397,0
2142742,2895400,0
2142742,2895401,0
2143368,2895390,0
2143368,2895397,0
2143368,2895400,0
2143368,2895401,0
2142591,2895390,0
2142591,2895397,0
2142591,2895400,0
2142591,2895401,0
2143217,2895390,0
2143217,2895396,0
2143217,2895400,0
2143217,2895401,0
2142835,2895390,0
2142835,2895397,0
2142835,2895399,0
2142835,2895401,0
2143477,2895389,0
2143477,2895396,0
2143477,2895398,0
2143477,2895401,0
2142428,2895389,0
2142428,2895397,0
2142428,2895399,0
2142428,2895401,0
2143070,2895389,0
2143070,2895397,0
2143070,2895400,0
2143070,2895401,0
2142663,2895389,0
2142663,2895396,0
2142663,2895398,0
2142663,2895401,0
2143314,2895389,0
2143314,2895396,0
2143314,2895399,0
2143314,2895401,0
2142265,2895389,0
2142265,2895397,0
2142265,2895398,0
2142265,2895401,0
2142907,2895390,0
2142907,2895397,0
2142907,2895400,0
2142907,2895401,0
2142177,2895389,0
2142177,2895397,0
2142177,2895399,0
2142177,2895401,0
2142500,2895389,0
2142500,2895397,0
2142500,2895399,0
2142500,2895401,0
2143142,2895389,0
2143142,2895396,0
2143142,2895398,0
2143142,2895401,0
2142744,2895390,0
2142744,2895396,0
2142744,2895400,0
2142744,2895401,0
2074803,2895390,0
2074803,2895397,0
2074803,2895400,0
2074803,2895401,0
2143386,2895390,0
2143386,2895396,0
2143386,2895398,0
2143386,2895401,0
2142337,2895390,0
2142337,2895396,0
2142337,2895399,0
2142337,2895401,0
2142979,2895390,0
2142979,2895397,0
2142979,2895399,0
2142979,2895401,0
2144607,2895390,0
2144607,2895396,0
2144607,2895399,0
2144607,2895401,0
2074640,2895390,0
2074640,2895397,0
2074640,2895398,0
2074640,2895401,0
2143239,2895389,0
2143239,2895397,0
2143239,2895399,0
2143239,2895401,0
2142446,2895389,0
2142446,2895397,0
2142446,2895400,0
2142446,2895401,0
2143072,2895390,0
2143072,2895396,0
2143072,2895398,0
2143072,2895401,0
2078178,2895389,0
2078178,2895397,0
2078178,2895399,0
2078178,2895401,0
2143332,2895389,0
2143332,2895396,0
2143332,2895398,0
2143332,2895401,0
2142283,2895389,0
2142283,2895396,0
2142283,2895398,0
2142283,2895401,0
2125169,2895389,0
2125169,2895396,0
2125169,2895399,0
2125169,2895401,0
2142925,2895390,0
2142925,2895397,0
2142925,2895399,0
2142925,2895401,0
2142195,2895390,0
2142195,2895397,0
2142195,2895400,0
2142195,2895401,0
2142518,2895389,0
2142518,2895396,0
2142518,2895400,0
2142518,2895401,0
2142762,2895389,0
2142762,2895396,0
2142762,2895399,0
2142762,2895401,0
2143404,2895389,0
2143404,2895396,0
2143404,2895398,0
2143404,2895401,0
2142355,2895390,0
2142355,2895396,0
2142355,2895400,1
2142355,2895401,0
2142997,2895389,0
2142997,2895397,0
2142997,2895398,0
2142997,2895401,0
2144609,2895390,0
2144609,2895396,0
2144609,2895400,0
2144609,2895401,0
2143241,2895389,0
2143241,2895396,0
2143241,2895400,0
2143241,2895401,0
2142448,2895390,0
2142448,2895397,0
2142448,2895399,0
2142448,2895401,0
2143090,2895390,0
2143090,2895396,0
2143090,2895398,0
2143090,2895401,0
2142683,2895389,0
2142683,2895396,0
2142683,2895399,0
2142683,2895401,0
2143350,2895389,0
2143350,2895397,0
2143350,2895400,0
2143350,2895401,0
2142301,2895389,0
2142301,2895397,0
2142301,2895400,0
2142301,2895401,0
2142943,2895390,0
2142943,2895396,0
2142943,2895399,0
2142943,2895401,0
2142520,2895389,0
2142520,2895397,0
2142520,2895398,0
2142520,2895401,0
2143162,2895389,0
2143162,2895396,0
2143162,2895399,0
2143162,2895401,0
2142780,2895389,0
2142780,2895396,0
2142780,2895399,0
2142780,2895401,0
2142373,2895389,0
2142373,2895396,0
2142373,2895400,0
2142373,2895401,0
2143015,2895390,0
2143015,2895397,0
2143015,2895399,0
2143015,2895401,0
2142592,2895390,0
2142592,2895397,0
2142592,2895399,0
2142592,2895401,0
2143259,2895389,0
2143259,2895396,0
2143259,2895400,0
2143259,2895401,1
2142210,2895390,0
2142210,2895397,0
2142210,2895399,0
2142210,2895401,0
2142852,2895390,0
2142852,2895397,0
2142852,2895398,0
2142852,2895401,0
2142701,2895390,0
2142701,2895396,0
2142701,2895398,0
2142701,2895401,0
2143352,2895389,0
2143352,2895396,0
2143352,2895400,0
2143352,2895401,0
2142319,2895390,0
2142319,2895397,0
2142319,2895398,0
2142319,2895401,0
2142945,2895389,0
2142945,2895396,0
2142945,2895399,0
2142945,2895401,1
2142538,2895389,0
2142538,2895396,0
2142538,2895398,0
2142538,2895401,0
2144229,2895390,0
2144229,2895397,0
2144229,2895399,0
2144229,2895401,0
2143180,2895389,0
2143180,2895397,0
2143180,2895400,0
2143180,2895401,0
2142798,2895389,0
2142798,2895397,0
2142798,2895400,0
2142798,2895401,0
2143424,2895390,0
2143424,2895396,0
2143424,2895400,0
2143424,2895401,0
2142391,2895390,0
2142391,2895397,0
2142391,2895399,0
2142391,2895401,0
2143017,2895389,0
2143017,2895397,0
2143017,2895398,0
2143017,2895401,0
2124228,2895390,0
2124228,2895396,0
2124228,2895400,0
2124228,2895401,0
2142610,2895389,0
2142610,2895397,0
2142610,2895398,0
2142610,2895401,0
2143277,2895390,0
2143277,2895396,0
2143277,2895398,0
2143277,2895401,0
2142228,2895390,0
2142228,2895397,0
2142228,2895398,0
2142228,2895401,0
2142870,2895389,0
2142870,2895396,0
2142870,2895399,1
2142870,2895401,0
2142719,2895389,0
2142719,2895396,0
2142719,2895398,0
2142719,2895401,0
2142321,2895390,0
2142321,2895397,0
2142321,2895400,0
2142321,2895401,0
2123188,2895390,0
2123188,2895397,0
2123188,2895399,0
2123188,2895401,0
2142556,2895389,0
2142556,2895396,0
2142556,2895399,0
2142556,2895401,0
2143198,2895390,0
2143198,2895397,1
2143198,2895399,0
2143198,2895401,0
2142800,2895389,0
2142800,2895396,0
2142800,2895400,0
2142800,2895401,0
2143442,2895390,0
2143442,2895396,0
2143442,2895398,0
2143442,2895401,0
2142393,2895389,0
2142393,2895396,0
2142393,2895400,0
2142393,2895401,0
2143035,2895389,0
2143035,2895397,1
2143035,2895400,0
2143035,2895401,0
2142628,2895389,0
2142628,2895397,0
2142628,2895398,0
2142628,2895401,1
2143295,2895390,0
2143295,2895396,0
2143295,2895398,0
2143295,2895401,0
2142246,2895389,0
2142246,2895397,0
2142246,2895399,0
2142246,2895401,0
2142872,2895389,0
2142872,2895397,0
2142872,2895398,0
2142872,2895401,0
2142465,2895389,0
2142465,2895396,0
2142465,2895400,0
2142465,2895401,0
2143107,2895389,0
2143107,2895396,0
2143107,2895398,0
2143107,2895401,0
2142725,2895389,0
2142725,2895397,0
2142725,2895399,0
2142725,2895401,0
2143367,2895390,0
2143367,2895396,0
2143367,2895399,0
2143367,2895401,0
2142574,2895389,0
2142574,2895396,0
2142574,2895399,0
2142574,2895401,0
2142818,2895389,0
2142818,2895397,0
2142818,2895400,1
2142818,2895401,0
2143460,2895389,0
2143460,2895396,0
2143460,2895398,0
2143460,2895401,0
2142411,2895389,0
2142411,2895397,0
2142411,2895400,0
2142411,2895401,0
2142646,2895390,0
2142646,2895397,0
2142646,2895399,0
2142646,2895401,0
2143297,2895390,0
2143297,2895397,0
2143297,2895398,0
2143297,2895401,0
2142248,2895390,0
2142248,2895396,0
2142248,2895398,0
2142248,2895401,0
2142890,2895390,0
2142890,2895396,0
2142890,2895399,0
2142890,2895401,0
2124101,2895389,0
2124101,2895397,0
2124101,2895400,0
2124101,2895401,0
2142160,2895389,0
2142160,2895396,0
2142160,2895400,0
2142160,2895401,0
2142483,2895389,0
2142483,2895397,0
2142483,2895400,0
2142483,2895401,1
2143125,2895390,0
2143125,2895396,1
2143125,2895398,0
2143125,2895401,0
2142743,2895390,0
2142743,2895396,0
2142743,2895399,0
2142743,2895401,0
2143369,2895390,0
2143369,2895396,0
2143369,2895398,0
2143369,2895401,0
2142576,2895389,0
2142576,2895396,0
2142576,2895398,0
2142576,2895401,0
2143218,2895389,0
2143218,2895397,0
2143218,2895400,0
2143218,2895401,0
2142836,2895389,0
2142836,2895397,1
2142836,2895400,0
2142836,2895401,0
2143478,2895390,0
2143478,2895397,0
2143478,2895399,0
2143478,2895401,0
2142429,2895389,0
2142429,2895396,0
2142429,2895399,0
2142429,2895401,0
2143071,2895389,0
2143071,2895397,0
2143071,2895398,0
2143071,2895401,0
2142648,2895389,0
2142648,2895397,0
2142648,2895399,0
2142648,2895401,0
2143315,2895389,0
2143315,2895396,0
2143315,2895399,0
2143315,2895401,0
2142266,2895389,1
2142266,2895397,0
2142266,2895398,0
2142266,2895401,0
2124119,2895390,0
2124119,2895396,0
2124119,2895398,0
2124119,2895401,0
2142178,2895389,0
2142178,2895396,0
2142178,2895398,0
2142178,2895401,0
2081405,2895389,0
2081405,2895396,0
2081405,2895399,0
2081405,2895401,0
2142501,2895389,0
2142501,2895397,0
2142501,2895399,0
2142501,2895401,0
2143143,2895390,0
2143143,2895397,0
2143143,2895398,0
2143143,2895401,0
2142745,2895390,0
2142745,2895397,0
2142745,2895399,1
2142745,2895401,0
2143387,2895390,0
2143387,2895396,0
2143387,2895399,0
2143387,2895401,0
2142338,2895389,0
2142338,2895396,0
2142338,2895400,0
2142338,2895401,0
2142980,2895390,0
2142980,2895397,0
2142980,2895399,0
2142980,2895401,0
2144592,2895390,0
2144592,2895396,0
2144592,2895400,0
2144592,2895401,0
2142666,2895390,0
2142666,2895396,0
2142666,2895398,0
2142666,2895401,0
2143333,2895389,0
2143333,2895397,0
2143333,2895399,0
2143333,2895401,0
2142284,2895389,0
2142284,2895397,0
2142284,2895399,0
2142284,2895401,0
2142926,2895389,0
2142926,2895396,0
2142926,2895398,0
2142926,2895401,0
2142196,2895390,0
2142196,2895397,0
2142196,2895400,0
2142196,2895401,0
2142519,2895390,0
2142519,2895397,0
2142519,2895398,0
2142519,2895401,0
2143145,2895389,0
2143145,2895396,0
2143145,2895400,0
2143145,2895401,0
2142763,2895389,0
2142763,2895396,0
2142763,2895399,0
2142763,2895401,0
2143405,2895389,0
2143405,2895397,0
2143405,2895398,0
2143405,2895401,0
2142356,2895389,0
2142356,2895397,0
2142356,2895400,0
2142356,2895401,0
2142998,2895389,0
2142998,2895396,0
2142998,2895399,0
2142998,2895401,0
2143242,2895389,0
2143242,2895397,0
2143242,2895398,0
2143242,2895401,0
2142449,2895389,0
2142449,2895397,0
2142449,2895398,0
2142449,2895401,0
2142684,2895390,0
2142684,2895396,0
2142684,2895398,0
2142684,2895401,0
2143351,2895390,0
2143351,2895396,0
2143351,2895398,0
2143351,2895401,0
2142302,2895390,0
2142302,2895396,0
2142302,2895400,0
2142302,2895401,0
2142928,2895389,0
2142928,2895396,0
2142928,2895398,0
2142928,2895401,0
2142521,2895389,0
2142521,2895397,0
2142521,2895400,0
2142521,2895401,0
2143163,2895389,1
2143163,2895396,0
2143163,2895398,0
2143163,2895401,0
2142781,2895390,0
2142781,2895396,0
2142781,2895400,0
2142781,2895401,0
2143423,2895389,0
2143423,2895396,0
2143423,2895400,0
2143423,2895401,0
2142374,2895390,0
2142374,2895396,0
2142374,2895400,0
2142374,2895401,0
2143000,2895389,0
2143000,2895397,0
2143000,2895399,0
2143000,2895401,0
2117312,2895389,0
2117312,2895396,0
2117312,2895399,0
2117312,2895401,0
2142593,2895389,0
2142593,2895397,0
2142593,2895400,0
2142593,2895401,0
2143260,2895389,0
2143260,2895397,0
2143260,2895400,0
2143260,2895401,0
2142211,2895390,0
2142211,2895397,0
2142211,2895399,0
2142211,2895401,0
2142853,2895389,0
2142853,2895397,0
2142853,2895399,0
2142853,2895401,0
2144465,2895390,0
2144465,2895397,0
2144465,2895398,0
2144465,2895401,0
2142702,2895389,0
2142702,2895397,0
2142702,2895398,0
2142702,2895401,0
2143353,2895390,0
2143353,2895397,0
2143353,2895399,0
2143353,2895401,0
2142304,2895389,0
2142304,2895397,0
2142304,2895398,0
2142304,2895401,0
2142946,2895390,0
2142946,2895396,0
2142946,2895399,0
2142946,2895401,0
2142539,2895390,0
2142539,2895396,0
2142539,2895398,0
2142539,2895401,0
2143181,2895389,0
2143181,2895397,0
2143181,2895399,0
2143181,2895401,0
2142799,2895389,0
2142799,2895396,0
2142799,2895400,0
2142799,2895401,0
2143425,2895389,0
2143425,2895397,0
2143425,2895400,0
2143425,2895401,0
2142376,2895389,0
2142376,2895396,0
2142376,2895400,0
2142376,2895401,0
2143018,2895389,0
2143018,2895397,0
2143018,2895400,0
2143018,2895401,0
2142611,2895389,0
2142611,2895396,0
2142611,2895400,0
2142611,2895401,0
2143278,2895389,0
2143278,2895397,0
2143278,2895399,0
2143278,2895401,1
2142871,2895390,0
2142871,2895397,0
2142871,2895398,0
2142871,2895401,0
2142704,2895389,0
2142704,2895396,0
2142704,2895398,0
2142704,2895401,1
2142322,2895389,0
2142322,2895396,0
2142322,2895398,0
2142322,2895401,0
2142964,2895389,0
2142964,2895397,0
2142964,2895400,0
2142964,2895401,0
2142557,2895390,0
2142557,2895396,0
2142557,2895399,0
2142557,2895401,0
2142801,2895390,0
2142801,2895397,0
2142801,2895398,0
2142801,2895401,0
2143443,2895390,0
2143443,2895396,0
2143443,2895398,0
2143443,2895401,0
2142394,2895389,0
2142394,2895396,0
2142394,2895400,0
2142394,2895401,0
2143036,2895390,0
2143036,2895396,0
2143036,2895400,0
2143036,2895401,0
2143280,2895389,0
2143280,2895397,0
2143280,2895399,0
2143280,2895401,0
2142873,2895390,0
2142873,2895397,0
2142873,2895399,0
2142873,2895401,0
2142466,2895389,0
2142466,2895396,0
2142466,2895398,1
2142466,2895401,0
2143108,2895390,1
2143108,2895396,0
2143108,2895398,0
2143108,2895401,0
2142726,2895390,0
2142726,2895397,0
2142726,2895399,0
2142726,2895401,0
2142575,2895390,0
2142575,2895397,0
2142575,2895399,0
2142575,2895401,0
2143201,2895390,0
2143201,2895396,0
2143201,2895400,0
2143201,2895401,0
2144573,2895389,0
2144573,2895396,0
2144573,2895400,0
2144573,2895401,0
2142819,2895389,0
2142819,2895397,0
2142819,2895398,0
2142819,2895401,0
2142412,2895389,0
2142412,2895397,0
2142412,2895398,0
2142412,2895401,1
2143054,2895389,0
2143054,2895396,0
2143054,2895398,0
2143054,2895401,0
2142647,2895390,0
2142647,2895396,0
2142647,2895400,0
2142647,2895401,0
2143298,2895390,0
2143298,2895397,0
2143298,2895400,0
2143298,2895401,0
2142249,2895389,0
2142249,2895396,0
2142249,2895399,0
2142249,2895401,0
2142161,2895389,0
2142161,2895396,0
2142161,2895398,0
2142161,2895401,0
2142484,2895389,0
2142484,2895397,0
2142484,2895398,0
2142484,2895401,0
2143126,2895390,0
2143126,2895396,0
2143126,2895400,0
2143126,2895401,0
2142728,2895390,0
2142728,2895397,0
2142728,2895400,0
2142728,2895401,0
2143370,2895390,0
2143370,2895396,0
2143370,2895399,0
2143370,2895401,0
2142577,2895390,0
2142577,2895396,0
2142577,2895400,0
2142577,2895401,0
2143219,2895390,0
2143219,2895396,0
2143219,2895398,0
2143219,2895401,0
2142837,2895390,0
2142837,2895397,0
2142837,2895400,0
2142837,2895401,0
2142430,2895390,0
2142430,2895396,0
2142430,2895400,0
2142430,2895401,0
2143056,2895390,0
2143056,2895397,0
2143056,2895398,0
2143056,2895401,0
2142649,2895390,0
2142649,2895397,0
2142649,2895400,0
2142649,2895401,0
2143316,2895390,0
2143316,2895397,0
2143316,2895399,0
2143316,2895401,0
2142267,2895390,0
2142267,2895396,0
2142267,2895399,0
2142267,2895401,0
2142909,2895390,0
2142909,2895396,0
2142909,2895400,0
2142909,2895401,0
2142179,2895389,0
2142179,2895396,0
2142179,2895398,0
2142179,2895401,0
2142502,2895390,0
2142502,2895397,0
2142502,2895400,0
2142502,2895401,0
2113767,2895390,0
2113767,2895396,0
2113767,2895400,0
2113767,2895401,0
2143128,2895390,0
2143128,2895397,0
2143128,2895398,0
2143128,2895401,0
2142746,2895389,0
2142746,2895397,0
2142746,2895399,0
2142746,2895401,0
2143388,2895389,0
2143388,2895396,0
2143388,2895398,0
2143388,2895401,0
2142339,2895389,0
2142339,2895396,0
2142339,2895400,0
2142339,2895401,0
2142981,2895390,0
2142981,2895397,0
2142981,2895400,0
2142981,2895401,0
2144593,2895390,0
2144593,2895396,0
2144593,2895400,0
2144593,2895401,0
2142432,2895389,0
2142432,2895396,0
2142432,2895400,0
2142432,2895401,0
2143074,2895389,0
2143074,2895396,0
2143074,2895398,0
2143074,2895401,0
2142667,2895390,0
2142667,2895396,0
2142667,2895398,0
2142667,2895401,0
2143334,2895390,0
2143334,2895396,0
2143334,2895400,0
2143334,2895401,0
2142927,2895390,0
2142927,2895396,0
2142927,2895399,0
2142927,2895401,0
2142197,2895390,0
2142197,2895396,1
2142197,2895399,0
2142197,2895401,0
2142504,2895390,0
2142504,2895397,0
2142504,2895400,0
2142504,2895401,0
2143146,2895389,0
2143146,2895396,0
2143146,2895398,0
2143146,2895401,0
2142764,2895390,0
2142764,2895396,0
2142764,2895400,0
2142764,2895401,0
2143406,2895390,0
2143406,2895397,0
2143406,2895399,0
2143406,2895401,0
2142357,2895389,0
2142357,2895397,0
2142357,2895399,0
2142357,2895401,0
2142999,2895389,0
2142999,2895396,0
2142999,2895400,0
2142999,2895401,0
2143243,2895389,0
2143243,2895396,0
2143243,2895400,0
2143243,2895401,0
2142450,2895390,0
2142450,2895397,0
2142450,2895398,0
2142450,2895401,0
2143092,2895389,0
2143092,2895397,0
2143092,2895400,0
2143092,2895401,0
2142685,2895390,0
2142685,2895396,0
2142685,2895398,0
2142685,2895401,0
2143336,2895389,0
2143336,2895397,0
2143336,2895398,0
2143336,2895401,0
2142303,2895390,0
2142303,2895397,0
2142303,2895398,0
2142303,2895401,0
2142929,2895389,0
2142929,2895397,0
2142929,2895400,0
2142929,2895401,0
2142522,2895389,0
2142522,2895397,0
2142522,2895399,0
2142522,2895401,0
2143164,2895389,0
2143164,2895397,0
2143164,2895400,0
2143164,2895401,0
2142782,2895390,0
2142782,2895397,0
2142782,2895399,1
2142782,2895401,0
2143408,2895389,0
2143408,2895396,0
2143408,2895398,0
2143408,2895401,0
2142375,2895389,0
2142375,2895396,0
2142375,2895398,0
2142375,2895401,0
2143001,2895389,0
2143001,2895397,0
2143001,2895400,0
2143001,2895401,0
2142594,2895390,0
2142594,2895397,0
2142594,2895399,0
2142594,2895401,0
2143261,2895389,0
2143261,2895396,0
2143261,2895398,0
2143261,2895401,0
2142854,2895389,0
2142854,2895397,0
2142854,2895400,0
2142854,2895401,0
2142703,2895390,0
2142703,2895397,0
2142703,2895399,0
2142703,2895401,0
2143354,2895390,0
2143354,2895396,0
2143354,2895400,0
2143354,2895401,0
2142305,2895389,0
2142305,2895397,0
2142305,2895400,0
2142305,2895401,0
2142947,2895390,0
2142947,2895397,0
2142947,2895398,0
2142947,2895401,0
2143182,2895390,0
2143182,2895397,0
2143182,2895398,0
2143182,2895401,0
2142784,2895389,0
2142784,2895397,0
2142784,2895398,0
2142784,2895401,0
2142070,2895389,0
2142070,2895396,0
2142070,2895398,0
2142070,2895401,0
2143426,2895389,0
2143426,2895397,0
2143426,2895398,0
2143426,2895401,0
2143019,2895390,0
2143019,2895396,0
2143019,2895400,0
2143019,2895401,0
2142612,2895389,0
2142612,2895396,0
2142612,2895400,0
2142612,2895401,0
2143279,2895389,0
2143279,2895396,0
2143279,2895400,0
2143279,2895401,0
2142230,2895390,0
2142230,2895397,0
2142230,2895398,0
2142230,2895401,0
2142705,2895389,0
2142705,2895396,0
2142705,2895399,0
2142705,2895401,0
2142323,2895390,0
2142323,2895397,1
2142323,2895400,0
2142323,2895401,0
2142965,2895390,0
2142965,2895396,0
2142965,2895398,0
2142965,2895401,0
2142558,2895389,0
2142558,2895397,0
2142558,2895400,0
2142558,2895401,0
2143184,2895389,0
2143184,2895396,0
2143184,2895400,0
2143184,2895401,0
2142802,2895390,0
2142802,2895396,0
2142802,2895398,0
2142802,2895401,0
2143444,2895390,0
2143444,2895396,1
2143444,2895398,0
2143444,2895401,0
2142395,2895389,0
2142395,2895396,0
2142395,2895400,0
2142395,2895401,0
2143037,2895390,0
2143037,2895396,0
2143037,2895400,0
2143037,2895401,0
2142630,2895390,0
2142630,2895397,0
2142630,2895400,0
2142630,2895401,0
2143281,2895389,0
2143281,2895397,0
2143281,2895399,0
2143281,2895401,0
2074610,2895390,0
2074610,2895397,0
2074610,2895398,0
2074610,2895401,0
2142232,2895390,0
2142232,2895396,0
2142232,2895399,0
2142232,2895401,0
2142874,2895389,0
2142874,2895396,0
2142874,2895398,0
2142874,2895401,0
2142727,2895389,0
2142727,2895396,0
2142727,2895400,0
2142727,2895401,0
2143202,2895389,0
2143202,2895396,0
2143202,2895398,0
2143202,2895401,0
2142820,2895390,0
2142820,2895397,0
2142820,2895400,0
2142820,2895401,0
2143462,2895390,0
2143462,2895396,0
2143462,2895400,0
2143462,2895401,0
2142413,2895389,0
2142413,2895396,0
2142413,2895399,0
2142413,2895401,0
2142632,2895389,0
2142632,2895397,0
2142632,2895400,0
2142632,2895401,0
2143299,2895390,0
2143299,2895397,0
2143299,2895400,0
2143299,2895401,0
2142250,2895389,0
2142250,2895397,0
2142250,2895399,0
2142250,2895401,0
2142892,2895389,0
2142892,2895396,0
2142892,2895398,0
2142892,2895401,0
2142162,2895390,0
2142162,2895397,0
2142162,2895399,0
2142162,2895401,0
2142485,2895389,0
2142485,2895396,0
2142485,2895400,0
2142485,2895401,0
2142729,2895390,0
2142729,2895396,0
2142729,2895399,0
2142729,2895401,0
2143371,2895390,0
