user_id,edition_id,edition_language,min_words,max_words,avg_words,min_percent,max_percent,avg_percent,premium,devices_readings,versions_readings,chapters_readings,event_classes,event_objs,event_types,devices_events,versions_events,target,event_reading
2074459,2895398,en,77.47144240077445,77.47144240077445,77.47144240077445,0.3397870280735721,0.3397870280735721,0.3397870280735721,0.0,1.0,1.0,1.0,['Edition'],[2895398],3.0,1.0,1.0,0.0,1
2074562,2895401,en,13.0,67.27589208006968,59.70992605140312,0.0228013029315961,1.0,0.05774882854152528,0.0,1.0,1.0,97.0,['Edition'],[2895401],9.0,1.0,1.0,1.0,1
2074565,2895397,en,62.047757716948176,266.75611510791373,164.40193641243098,0.10035971223021582,0.3372160745486313,0.2187878933894236,0.0,1.0,1.0,2.0,['Edition'],[2895397],4.0,1.0,1.0,0.0,1
2074640,2895397,en,46.41666666666666,46.41666666666666,46.41666666666666,0.2522644927536232,0.2522644927536232,0.2522644927536232,0.0,1.0,1.0,1.0,['Edition' 'Favorite'],[2895397  487405],3.0,1.0,1.0,0.0,1
2075010,2895390,en,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,['Edition'],[2895390],2.0,1.0,1.0,0.0,1
2075065,2895401,en,3.0,87.87756109602567,74.6010428456964,0.028495942630685,1.0,0.07849667069510555,0.0,2.0,2.0,98.0,['Edition'],[2895401],7.0,2.0,1.0,1.0,1
2075092,2895401,en,173.0,266.0880773361977,239.33184304421133,0.12148028962188252,1.0,0.26190683172038626,0.0,2.0,2.0,5.0,['Edition'],[2895401],8.0,2.0,1.0,0.0,1
2075112,2895400,en,56.14070351758793,749.7991967871486,122.1105930451101,0.028016009148084664,1.0,0.0734295208080494,0.0,2.0,3.0,9.0,['Edition'],[2895400],10.0,2.0,1.0,0.0,1
2075847,2895399,en,57.46568627450979,57.46568627450979,57.46568627450979,0.2520424836601307,0.2520424836601307,0.2520424836601307,0.0,1.0,1.0,1.0,['Edition' 'Bookmark'],[2895399 1574631],6.0,3.0,1.0,0.0,1
2080202,2895389,en,0.3288590604026845,522.0,100.46666666666668,0.3288590604026845,1.0,0.6,0.0,1.0,1.0,9.0,['Edition' 'Bookmark'],[2895389 1574580 1574581],5.0,2.0,1.0,0.0,1
2081405,2895399,en,32.91213389121339,32.91213389121339,32.91213389121339,0.14435146443514646,0.14435146443514646,0.14435146443514646,0.0,1.0,1.0,1.0,['Edition'],[2895399],5.0,5.0,1.0,0.0,1
2081405,2895401,en,13.0,803.0303030303032,351.7643257570034,0.2462311557788945,1.0,0.6439649139844356,0.0,1.0,2.0,11.0,['Edition'],[2895401],6.0,2.0,1.0,0.0,1
2081935,2895401,en,13.0,231.0,126.50916422287388,0.5146627565982405,1.0,0.8786656891495601,0.0,2.0,2.0,3.0,['Edition' 'Bookmark' 'Favorite'],[2895401 1575246  487676],11.0,3.0,1.0,0.0,1
2085805,2895396,en,184.0,667.8391959798994,506.55946398659967,0.25125628140703515,1.0,0.5008375209380235,0.0,1.0,1.0,2.0,['Edition'],[2895396],4.0,1.0,1.0,0.0,1
2095687,2895401,en,3.0,13.0,9.403529948397656,0.04557135514819255,1.0,0.2703997986052355,0.0,1.0,1.0,3.0,['Edition'],[2895401],8.0,1.0,1.0,0.0,1
2096888,2895401,en,13.0,173.0,117.28255208333331,0.4921875,1.0,0.7486979166666666,0.0,2.0,2.0,3.0,['Edition' 'Favorite'],[2895401  487378],5.0,3.0,1.0,0.0,1
2110364,2895401,en,83.86556927297669,159.3164227642276,129.71402208566082,0.05281207133058985,0.5082372322899505,0.13829249530664095,0.0,2.0,1.0,2.0,['Edition'],[2895401],3.0,3.0,1.0,0.0,1
2113743,2895401,en,0.954233409610984,821.5694444444446,89.54895381595621,0.03224309904894451,1.0,0.09192256467347196,0.0,1.0,1.0,97.0,['Edition' 'Favorite' 'Bookmark'],"[2895401  487424 1574678 1574693 1574695 1574697 1574710 1574711 1574712
 1574713 1574714]",11.0,2.0,1.0,1.0,1
2113767,2895396,en,57.867036820572736,205.0913291236716,71.85545693347936,0.021770894213909986,0.07716001848144155,0.027033655731181088,0.0,2.0,2.0,1.0,['Edition' 'Favorite' 'Bookmark'],[2895396  487403 1574652 1575485],5.0,2.0,1.0,0.0,1
2113799,2895400,en,57.46568627450979,57.46568627450979,57.46568627450979,0.2520424836601307,0.2520424836601307,0.2520424836601307,0.0,1.0,1.0,1.0,['Edition' 'Favorite'],[2895400  487361],4.0,2.0,1.0,0.0,1
2117262,2895400,en,2.0,392.4296455424275,316.76434075127634,0.06466809421841546,1.0,0.20957860449557605,0.0,1.0,1.0,52.0,['Edition' 'Favorite'],[2895400  487671],14.0,2.0,1.0,1.0,1
2123156,2895398,en,57.82369942196532,749.7991967871486,356.77458471375184,0.2008032128514056,1.0,0.6650313060665453,0.0,2.0,2.0,3.0,['Edition'],[2895398],3.0,2.0,1.0,0.0,1
2123188,2895397,en,83.23139487596585,83.23139487596585,83.23139487596585,0.0313135420902806,0.0313135420902806,0.0313135420902806,0.0,1.0,1.0,1.0,['Edition'],[2895397],3.0,1.0,1.0,0.0,1
2123926,2895401,en,3.0,802.0202020202022,206.55311102473132,0.08180300500834725,1.0,0.21027342669929994,0.0,1.0,1.0,98.0,['Edition'],[2895401],13.0,1.0,1.0,1.0,1
2124119,2895396,en,45.935483870967744,96.0,82.54612073955855,0.028462998102466774,0.5161290322580645,0.06369785670194772,0.0,1.0,1.0,72.0,['Edition' 'Favorite'],[2895396  487471],7.0,1.0,1.0,0.0,1
2124182,2895396,en,79.63439306358381,121.13191378862629,105.47707862654808,0.03854601361739507,0.2536127167630058,0.05924372550543744,0.0,2.0,1.0,6.0,['Edition'],[2895396],3.0,2.0,1.0,0.0,1
2124533,2895396,en,65.00103788271925,256.63622210690187,178.56892314224064,0.037415881561238214,1.0,0.1340786709590695,0.0,3.0,2.0,72.0,['Edition' 'Favorite' 'Bookmark'],[2895396  487469 1574932],10.0,3.0,1.0,1.0,1
