user_id,edition_id,chapter_id,percent,event_class,event_obj_id,event_type,event_info,device,version,timezone,country,edition_language,offline,created_at,updated_at
2142505,2895390,,,Favorite,487371,create,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1",web,0,,en,0,2019-12-10T13:29:22.580Z,2019-12-10T13:29:27.330Z
2142503,2895401,,,Edition,2895401,more,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15",web,0,,en,0,2019-12-10T13:29:30.513Z,2019-12-10T13:29:32.362Z
2142502,2895400,,,Edition,2895400,close,,"Mozilla/5.0 (Linux; Android 9; SM-A600FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36",web,0,,en,0,2019-12-10T13:29:38.298Z,2019-12-10T13:29:42.483Z
2142502,2895400,,,Edition,2895400,view,"{""position"":null,""screen_width"":null,""list_type"":null}","Mozilla/5.0 (Linux; Android 9; SM-A600FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36",web,0,,en,0,2019-12-10T13:29:39.983Z,2019-12-10T13:29:42.556Z
2142504,2895401,,,Edition,2895401,view,"{""position"":""1"",""screen_width"":""1112"",""list_type"":""grid""}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Safari/605.1.15",web,0,,en,0,2019-12-10T13:29:48.583Z,2019-12-10T13:29:52.637Z
2142504,2895401,,,Edition,2895401,more,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Safari/605.1.15",web,0,,en,0,2019-12-10T13:29:53.039Z,2019-12-10T13:29:57.738Z
2142507,2895401,,,Edition,2895401,view,"{""position"":""2"",""screen_width"":""1366"",""list_type"":""grid""}","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:30:19.783Z,2019-12-10T13:30:22.866Z
2142504,2895400,,,Edition,2895400,view,"{""position"":""0"",""screen_width"":""1112"",""list_type"":""grid""}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Safari/605.1.15",web,0,,en,0,2019-12-10T13:30:28.815Z,2019-12-10T13:30:32.877Z
2142504,2895400,,,Edition,2895400,read,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Safari/605.1.15",web,0,,en,0,2019-12-10T13:30:39.844Z,2019-12-10T13:30:42.985Z
2142422,2895397,,,Edition,2895397,view,"{""position"":""3"",""screen_width"":""768.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:30:52.524Z,2019-12-10T13:30:53.203Z
